Sexo,Edad,Grupo etario,Municipio,Región,Colonia/Localidad,Migrante,Fecha de desaparición,Día de la semana,Horario,Estatus,Fecha de localización,Días sin localizar,Rango desaparición,Reincidencia,Número de reincidencia,Desaparición múltiple,Persona con quién desapareció,Hipótesis,Fuente,Sistematizó,,
Mujer,13,12 a 17,"Berriozábal, Chiapas",Metropolitana,No especificado,No,13/11/2023,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,15,12 a 17,"Acala, Chiapas",De los llanos,No especificado,No,13/11/2023,Lunes,No especificada,Localizada,26/11/2023,-13,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,16,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Col. Hermosillo,No,15/11/2023,Miércoles,No especificada,Localizada,1/12/2023,-16,De 2 a 3 semanas,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,15,12 a 17,"Cintalapa, Chiapas ",Valle Zoque,No especificado,No,15/11/2023,Miércoles,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,6,6 a 11,"Villa Corzo, Chiapas ",Frailesca,No especificado,No,15/11/2023,Miércoles,No especificada,Localizada,26/11/2023,-11,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,12,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,16/11/2023,Jueves,No especificada,Localizada,23/11/2023,-7,De 1 a 2 semanas,Si,Segunda ocasión,No,No aplica,Violencia familiar,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,17,12 a 17,"Motozintla, Chiapas ",Sierra Mariscal,Col. Centro,No,11/17/2023,Viernes,5:00 PM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Comisión Estatal de Busqueda de Personas,,,
Hombre,13,12 a 17,"Huixtla, Chiapas ",Soconusco,No especificado,No,17/11/2023,Viernes,No especificada,Localizada,20/11/2023,-3,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,13,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,18/11/2023,Sábado,No especificada,Localizada,20/11/2023,-2,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,18/11/2023,Sábado,No especificada,Localizada,20/11/2023,-2,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,12,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,18/11/2023,Sábado,No especificada,Localizada,20/11/2023,-2,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,2,0 a 5,"Yajalón, Chiapas ",Tulijá,No especificado,No,22/11/2023,Miércoles,No especificada,Localizada,29/11/2023,-7,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,15,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Barrio de San Diego ,No,22/11/2023,Miércoles,No especificada,Localizada,26/11/2023,-4,De 4 a 6 días,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,9,6 a 11,"Frontera Comalapa, Chiapas ",Sierra Mariscal,No especificado,No,23/11/2023,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,16,12 a 17,"Tonalá, Chiapas ",Istmo-Costa,No especificado,No,23/11/2023,Jueves,No especificada,Localizada,28/11/2023,-5,De 4 a 6 días,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,13,12 a 17,"Frontera Comalapa, Chiapas ",Sierra Mariscal,No especificado,No,23/11/2023,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,6,6 a 11,"Ocosingo, Chiapas ",Selva Lacandona,Barrio San Sebastián,No,24/11/2023,Viernes,No especificada,Localizada,26/2/2024,-94,De 3 a 4 meses,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,16,12 a 17,"Acala, Chiapas",De los llanos,No especificado,No,24/11/2023,Viernes,No especificada,Localizada,27/11/2023,-3,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,14,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,25/11/2023,Sábado,No especificada,Localizada,29/11/2023,-4,De 4 a 6 días,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,15,12 a 17,"Coapilla, Chiapas ",Mezcalapa,No especificado,No,26/11/2023,Domingo,No especificada,Localizada,29/11/2023,-3,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,7,6 a 11,"Berriozábal, Chiapas",Metropolitana,No especificado,No,29/11/2023,Miércoles,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,9,6 a 11,"Berriozábal, Chiapas",Metropolitana,No especificado,No,29/11/2023,Miércoles,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,4 meses,0 a 5,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Col. San José Chapultepec,No,30/11/2023,Jueves,No especificada,Localizada,13/6/2024,-196,De 7 a 9 meses,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,15,12 a 17,"Tila, Chiapas ",Tulijá,No especificado,No,2/12/2023,Sábado,No especificada,Localizada,12/12/2023,-10,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,14,12 a 17,"Tonalá, Chiapas ",Istmo-Costa,No especificado,No,2/12/2023,Sábado,No especificada,Localizada,10/12/2023,-8,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,1,0 a 5,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,2/12/2023,Sábado,No especificada,Localizada,14/12/2023,-12,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,10,6 a 11,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,2/12/2023,Sábado,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal/REDIAS,,
Mujer,12,12 a 17,"Tapachula, Chiapas",Soconusco,Col. 1ro de Mayo,No,3/12/2023,Domingo,11:00 PM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Comisión Estatal de Busqueda de Personas,REDIAS,,
Hombre,17,12 a 17,"Reforma, Chiapas ",Norte,No especificado,No,4/12/2023,Lunes,No especificada,Localizada,6/1/2024,-33,De 1 a 2 meses,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,17,12 a 17,"Tonalá, Chiapas ",Istmo-Costa,No especificado,No,4/12/2023,Lunes,No especificada,Localizada,16/2/2024,-74,De 2 a 3 meses,No,No aplica,No,No aplica,Violencia familiar,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,9,6 a 11,"Larrainzar, Chiapas ",Altos,No especificado,No,5/12/2023,Martes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,3,0 a 5,"Juaréz, Chiapas ",Norte,Ranchería Nicólas Bravo,No,6/12/2023,Miércoles,No especificada,Localizada,6/30/2024,-207,De 7 a 9 meses,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,6/12/2023,Miércoles,No especificada,Localizada,19/12/2023,-13,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,15,12 a 17,"Cintalapa, Chiapas ",Valle Zoque,Col. Agustín Itubide,No,8/12/2023,Viernes,No especificada,Localizada,2/1/2024,-25,De 3 a 4 semanas,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,8/12/2023,Viernes,No especificada,Localizada,19/12/2023,-11,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,6,6 a 11,"Tapachula, Chiapas",Soconusco,Cantón Las Brisas,No,9/12/2023,Sábado,No especificada,Localizada,24/5/2024,-167,De 4 a 6 meses,No,No aplica,Si,Hermano/a,Sin datos,Alerta Amber Chiapas ,REDIAS,,
Hombre,9,6 a 11,"Tapachula, Chiapas",Soconusco,Cantón Las Brisas,No,9/12/2023,Sábado,No especificada,Localizada,24/5/2024,-167,De 4 a 6 meses,No,No aplica,Si,Hermano/a,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Col. Terán,No,9/12/2023,Sábado,7:00 AM,Localizada,18/12/2023,-9,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,Protocolo Alba/ CEB Chiapas,REDIAS,,
Mujer,7,6 a 11,"San Cristóbal de Las Casas, Chiapas ",Altos,Barrio de Guadalupe ,No,10/12/2023,Domingo,No especificada,Localizada,13/12/2023,-3,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,9,6 a 11,"Palenque, Chiapas ",Maya,Col. El Cedro,No,15/12/2023,Viernes,No especificada,Localizada,25/4/2024,-132,De 4 a 6 meses,No,No aplica,Si,Hermano/a,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,6,6 a 11,"Palenque, Chiapas ",Maya,Col. El Cedro,No,15/12/2023,Viernes,No especificada,Localizada,25/4/2024,-132,De 4 a 6 meses,No,No aplica,Si,Hermano/a,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,11,6 a 11,"Palenque, Chiapas ",Maya,Col. El Cedro,No,15/12/2023,Viernes,No especificada,Localizada,25/4/2024,-132,De 4 a 6 meses,No,No aplica,Si,Hermano/a,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Col. Bienestar Social,No,16/12/2023,Sábado,9:00 PM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Comisión Estatal de Busqueda de Personas,REDIAS,,
Mujer,14,12 a 17,"Venustiano Carranza, Chiapas ",De los llanos,No especificado,No,17/12/2023,Domingo,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,17,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,Barrio La Cruz Grande,No,18/12/2023,Lunes,No especificada,Localizada,30/12/2023,-12,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,16,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,18/12/2023,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,13,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Col. Laguitos,No,19/12/2023,Martes,No especificada,Localizada,30/5/2024,-163,De 4 a 6 meses,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,15,12 a 17,"Huixtla, Chiapas ",Soconusco,Col. 2 de Octubre,No,20/12/2023,Miércoles,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,22/12/2023,Viernes,No especificada,Localizada,6/1/2024,-15,De 2 a 3 semanas,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,17,12 a 17,"Motozintla, Chiapas ",Sierra Mariscal,No especificado,No,23/12/2023,Sábado,No especificada,Localizada,28/12/2023,-5,De 4 a 6 días,No,No aplica,Si,Hermano/a,Sin datos,Comisión Estatal de Busqueda de Personas,REDIAS,,
Mujer,15,12 a 17,"Villaflores, Chiapas ",Frailesca,No especificado,No,24/12/2023,Domingo,No especificada,Localizada,5/1/2024,-12,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,17,12 a 17,"Chiapa de Corzo, Chiapas ",Metropolitana,No especificado,No,24/12/2023,Domingo,No especificada,Localizada,30/12/2023,-6,De 4 a 6 días,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,25/12/2023,Lunes,No especificada,Localizada,27/12/2023,-2,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,17,12 a 17,"Reforma, Chiapas ",Norte,No especificado,No,27/12/2023,Miércoles,No especificada,Localizada,6/1/2024,-10,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,16,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Col. Salvador,No,29/12/2023,Viernes,No especificada,Localizada,5/1/2024,-7,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,8,6 a 11,"Pijijiapan, Chiapas ",Istmo-Costa,Barrio San Pedro,No,30/12/2023,Sábado,No especificada,Localizada,30/5/2024,-152,De 4 a 6 meses,No,No aplica,Si,Hermano/a,Sin datos,Alerta Amber Chiapas ,REDIAS,,
Mujer,11,6 a 11,"Pijijiapan, Chiapas ",Istmo-Costa,Barrio San Pedro,No,30/12/2023,Sábado,No especificada,Localizada,30/5/2024,-152,De 4 a 6 meses,No,No aplica,Si,Hermano/a,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,14,12 a 17,"Berriozábal, Chiapas",Metropolitana,Fracc. Ciudad Maya,No,30/12/2023,Sábado,No especificada,Localizada,20/1/2024,-21,De 2 a 3 semanas,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,REDIAS,,
Mujer,15,12 a 17,"Sabanilla, Chiapas ",Tulijá,No especificado,No,30/12/2023,Sábado,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,14,12 a 17,"Yajalón, Chiapas ",Tulijá,No especificado,No,30/12/2023,Sábado,No especificada,Localizada,6/1/2024,-7,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,16,12 a 17,"Ocosingo, Chiapas ",Selva Lacandona,No especificado,No,31/12/2023,Domingo,No especificada,Localizada,10/1/2024,-10,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Colonia Terán,No,1/1/2024,Lunes,No especificada,Localizada,1/3/2024,-2,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,17,12 a 17,"Reforma, Chiapas ",Norte,No especificado,No,2/1/2024,Martes,No especificada,Localizada,8/1/2024,-6,De 4 a 6 días,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,10,6 a 11,"Mapastepec, Chiapas ",Istmo-Costa,No especificado,No,3/1/2024,Miércoles,No especificada,Localizada,10/1/2024,-7,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,6,6 a 11,"Cintalapa, Chiapas ",Valle Zoque,Barrio San Martín,No,3/1/2024,Miércoles,No especificada,Localizada,1/13/2024,-10,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,15,12 a 17,"Ocosingo, Chiapas ",Selva Lacandona,No especificado,No,7/1/2024,Domingo,No especificada,Localizada,16/1/2024,-9,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,17,12 a 17,"Tila, Chiapas ",Tulijá,Barrio San Sebastián,No,8/1/2024,Lunes,No especificada,Localizada,7/5/2024,-120,De 3 a 4 meses,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,1,0 a 5,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Fraccionamiento Vida Mejor,No,9/1/2024,Martes,No especificada,Localizada,5/3/2024,-56,De 1 a 2 meses,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,6,6 a 11,"Tapachula, Chiapas ",Soconusco,No especificado,No,9/1/2024,Martes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,13,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,9/1/2024,Martes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,14,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,9/1/2024,Martes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,9,6 a 11,"Tapachula, Chiapas ",Soconusco,No especificado,No,9/1/2024,Martes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,14,12 a 17,"Tonalá, Chiapas ",Istmo-Costa,No especificado,No,11/1/2024,Jueves,No especificada,Localizada,16/1/2024,-5,De 4 a 6 días,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,16,12 a 17,"Pichucalco, Chiapas ",Norte,Localidad El Platanar Arriba,No,12/1/2024,Viernes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has Visto a? Chiapas,José Encinos Melel Xojobal/REDIAS,,
Hombre,1,0 a 5,"Ocotepec, Chiapas ",Valle Zoque,No especificado,No,13/1/2024,Sábado,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,,,
Hombre,6,6 a 11,"Ocotepec, Chiapas ",Valle Zoque,Barrio Asunción,No,1/13/2024,Sábado,No especificada,Localizada,2/21/2025,-405,De 1 a 2 años,No,No aplica,No,No aplica,Sin datos,Alerta Amber/CEB Chiapas,José Encinos Melel Xojobal/REDIAS,,
Mujer,13,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,15/1/2024,Lunes,No especificada,Localizada,18/1/2024,-3,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,16/1/2024,Martes,No especificada,Localizada,18/1/2024,-2,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,5,0 a 5,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,18/1/2024,Jueves,No especificada,Localizada,22/1/2024,-4,De 4 a 6 días,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,6,6 a 11,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,18/1/2024,Jueves,No especificada,Localizada,21/1/2024,-3,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,9,6 a 11,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,18/1/2024,Jueves,No especificada,Localizada,20/1/2024,-2,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,17,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Barrio de María Auxiliadora ,No,19/1/2024,Viernes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,14,12 a 17,"La Trinitaria, Chiapas ",Meseta Comiteca,No especificado,No,21/1/2024,Domingo,No especificada,Localizada,6/2/2024,-16,De 2 a 3 semanas,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,14,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,22/1/2024,Lunes,No especificada,Localizada,27/1/2024,-5,De 4 a 6 días,Si,Primera Ocasión,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,4,0 a 5,"La Independencia, Chiapas ",Meseta Comiteca,No especificado,No,23/1/2024,Martes,No especificada,Localizada,27/1/2024,-4,De 4 a 6 días,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,15,12 a 17,"Villa Corzo, Chiapas ",Frailesca,No especificado,No,24/1/2024,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,Si,Hermano/a,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,17,12 a 17,"Villa Corzo, Chiapas ",Frailesca,No especificado,No,24/1/2024,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,Si,Hermano/a,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,10,6 a 11,"Acapetahua, Chiapas ",Soconusco,Col. Benito Juárez,No,26/1/2024,Viernes,No especificada,Localizada,16/5/2024,-111,De 3 a 4 meses,No,No aplica,Si,Hermano/a,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,8,6 a 11,"Acapetahua, Chiapas ",Soconusco,Col. Benito Juárez,No,26/1/2024,Viernes,No especificada,Localizada,16/5/2024,-111,De 3 a 4 meses,No,No aplica,Si,Hermano/a,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,14,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Col. Centro,No,26/1/2024,Viernes,No especificada,Localizada,25/2/2024,-30,De 1 a 2 meses,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,16,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Colonia Obrera ,No,27/1/2024,Sábado,No especificada,Localizada,30/1/2024,-3,De 2 a 3 días,Si,Primera Ocasión,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Hombre,6,6 a 11,"Pijijiapan, Chiapas ",Istmo-Costa,Barrio San Juan,No,29/1/2024,Lunes,No especificada,Localizada,22/2/2024,-24,De 3 a 4 semanas,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,15,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,Barrio El Mirador,No,29/1/2024,Lunes,No especificada,Localizada,1/30/2024,-1,Un día,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,4,0 a 5,"Copainalá, Chiapas ",Mezcalapa,No especificado,No,5/2/2024,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,5,0 a 5,"Acala, Chiapas ",De los llanos,Barrio Cruz Misión,No,7/2/2024,Miércoles,No especificada,Localizada,15/5/2024,-98,De 3 a 4 meses,No,No aplica,Si,Hermano/a,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
Mujer,6,6 a 11,"Acala, Chiapas ",De los llanos,Barrio Cruz Misión,No,7/2/2024,Miércoles,No especificada,Localizada,15/5/2024,-98,De 3 a 4 meses,No,No aplica,Si,Hermano/a,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal/REDIAS,,
