Sexo,Edad,Grupo etario,Municipio,Región,Colonia/Localidad,Migrante,Fecha de desaparición,Día de la semana,Horario,Estatus,Fecha de localización,Días sin localizar,Rango desaparición,Reincidencia,Número de reincidencia,Desaparición múltiple,Persona con quién desapareció,Hipótesis,Fuente,Sistematizó,,
Mujer,14,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,2/5/2021,Domingo,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,2/5/2021,Domingo,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,2/5/2021,Domingo,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,2/5/2021,Domingo,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,3/5/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Pijijiapan, Chiapas ",Istmo-Costa,No especificado,No,3/5/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,12,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,4/5/2021,Martes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,4,0 a 5,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,4/5/2021,Martes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,1,0 a 5,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,4/5/2021,Martes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,4/5/2021,Martes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Pijijiapan, Chiapas ",Istmo-Costa,No especificado,No,4/5/2021,Martes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,4,0 a 5,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,4/5/2021,Martes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Chenalhó, Chiapas ",Altos,No especificado,No,4/5/2021,Martes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,5/5/2021,Miércoles,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,1,0 a 5,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,5/5/2021,Miércoles,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,17,12 a 17,"Tenejapa, Chiapas ",Altos,No especificado,No,6/5/2021,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Ocozocoautla de Espinosa, Chiapas",Valle Zoque,No especificado,No,7/5/2021,Viernes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,8/5/2021,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Motozintla, Chiapas",Sierra Mariscal,No especificado,No,8/5/2021,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Tonalá, Chiapas ",Istmo-Costa,No especificado,No,8/5/2021,Sábado,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Venustiano Carranza, Chiapas ",De los llanos,No especificado,No,8/5/2021,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,9,6 a 11,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,8/5/2021,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Ostuacán, Chiapas ",Norte,No especificado,No,9/5/2021,Domingo,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,11,6 a 11,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,9/5/2021,Domingo,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,6,6 a 11,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,9/5/2021,Domingo,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,3,0 a 5,"La Concordia, Chiapas ",Frailesca,No especificado,No,9/5/2021,Domingo,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,12,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,10/5/2021,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,10/5/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Ángel Albino Corzo, Chiapas",Frailesca,No especificado,No,11/5/2021,Martes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,1,0 a 5,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,12/5/2021,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Motozintla, Chiapas",Sierra Mariscal,No especificado,No,12/5/2021,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,12,12 a 17,"Larrainzar, Chiapas ",Altos,No especificado,No,12/5/2021,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,3,0 a 5,"Cintalapa, Chiapas ",Valle Zoque,No especificado,No,15/5/2021,Sábado,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Copainalá, Chiapas ",Mezcalapa,No especificado,No,15/5/2021,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,14,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,16/5/2021,Domingo,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Las Rosas, Chiapas ",Meseta Comiteca,No especificado,No,17/5/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,16,12 a 17,"Chilón, Chiapas ",Tulijá,No especificado,No,17/5/2021,Lunes,No especificada,Localizada,19/5/2022,-367,De 1 a 2 años,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,18/5/2021,Martes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Pijijiapan, Chiapas ",Istmo-Costa,No especificado,No,18/5/2021,Martes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,19/5/2021,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,6,6 a 11,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,19/5/2021,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,16,12 a 17,"Chamula, Chiapas ",Altos,No especificado,No,19/5/2021,Miércoles,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,8,6 a 11,"Ángel Albino Corzo, Chiapas",Frailesca,No especificado,No,20/5/2021,Jueves,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,7,6 a 11,"Ángel Albino Corzo, Chiapas",Frailesca,No especificado,No,20/5/2021,Jueves,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,12,12 a 17,"Mazatán, Chiapas ",Soconusco,No especificado,No,20/5/2021,Jueves,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Huehuetán, Chiapas ",Sierra Mariscal,No especificado,No,20/5/2021,Jueves,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,6,6 a 11,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,22/5/2021,Sábado,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Reforma, Chiapas ",Norte,No especificado,No,23/5/2021,Domingo,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,12,12 a 17,"Solosuchiapa, Chiapas ",Norte,No especificado,No,24/5/2021,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Solosuchiapa, Chiapas ",Norte,No especificado,No,24/5/2021,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Tenejapa, Chiapas ",Altos,No especificado,No,25/5/2021,Martes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,27/5/2021,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Chiapa de Corzo, Chiapas ",Metropolitana,No especificado,No,29/5/2021,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,13,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,30/5/2021,Domingo,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,15,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,1/6/2021,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,17,12 a 17,"Acapetahua, Chiapas ",Soconusco,No especificado,No,1/6/2021,Miércoles,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,17,12 a 17,"Yajalón, Chiapas ",Tulijá,No especificado,No,1/6/2021,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,3,0 a 5,"Tecpatán, Chiapas ",Mezcalapa,No especificado,No,1/6/2021,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,12,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,1/6/2021,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,2/6/2021,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,2/6/2021,Jueves,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,12,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,4/6/2021,Viernes,No especificada,Localizada,No especificada,No especificada,No especificada,Si,Primera Ocasión,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,4,0 a 5,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,5/6/2021,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Frontera Hidalgo, Chiapas ",Sierra Mariscal,No especificado,No,6/6/2021,Domingo,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,10,6 a 11,"Teopisca, Chiapas ",Altos,No especificado,No,7/6/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,Si,Primera Ocasión,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,17,12 a 17,"Copainalá, Chiapas ",Mezcalapa,No especificado,No,8/6/2021,Martes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,12,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,8/6/2021,Martes,No especificada,Localizada,No especificada,No especificada,No especificada,Si,Primera Ocasión,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,8/6/2021,Martes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,9/6/2021,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,12,12 a 17,"Chilón, Chiapas ",Tulijá,No especificado,No,10/6/2021,Jueves,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Ocosingo, Chiapas",Selva Lacandona,No especificado,No,10/6/2021,Jueves,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Tonalá, Chiapas ",Istmo-Costa,No especificado,No,10/6/2021,Jueves,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,5,0 a 5,"Pijijiapan, Chiapas ",Istmo-Costa,No especificado,No,10/6/2021,Jueves,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,6,6 a 11,"Tapachula, Chiapas ",Soconusco,No especificado,El Salvador,11/6/2021,Viernes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Jiquipilas, Chiapas",Valle Zoque,No especificado,No,11/6/2021,Viernes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,11/6/2021,Viernes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,1,0 a 5,"Villaflores, Chiapas ",Frailesca,No especificado,No,11/6/2021,Viernes,No especificada,Localizada sin vida,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Chiapa de Corzo, Chiapas ",Metropolitana,No especificado,No,13/6/2021,Domingo,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"La Concordia, Chiapas ",Frailesca,No especificado,No,13/6/2021,Domingo,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Acala, Chiapas ",De los llanos,No especificado,No,13/6/2021,Domingo,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,2,0 a 5,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,16/6/2021,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,15,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,16/6/2021,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,6,6 a 11,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,16/6/2021,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Motozintla, Chiapas",Sierra Mariscal,No especificado,No,16/6/2021,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Huehuetán, Chiapas ",Sierra Mariscal,No especificado,No,16/6/2021,Miércoles,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,17/6/2021,Jueves,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,15,12 a 17,"Frontera Comalapa, Chiapas ",Sierra Mariscal,No especificado,No,18/6/2021,Viernes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,18/6/2021,Viernes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,15,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,18/6/2021,Viernes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Ocozocoautla de Espinosa, Chiapas",Valle Zoque,No especificado,No,18/6/2021,Viernes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,20/6/2021,Domingo,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,17,12 a 17,"Tapalapa, Chiapas ",De los bosques,No especificado,No,21/6/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,Si,Segunda ocasión,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Tonalá, Chiapas ",Istmo-Costa,No especificado,No,21/6/2021,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,11,6 a 11,"Tonalá, Chiapas ",Istmo-Costa,No especificado,No,21/6/2021,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Tonalá, Chiapas ",Istmo-Costa,No especificado,No,21/6/2021,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,9,6 a 11,"Tonalá, Chiapas ",Istmo-Costa,No especificado,No,21/6/2021,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Cintalapa, Chiapas ",Valle Zoque,No especificado,No,21/6/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,2,0 a 5,"Las Margaritas, Chiapas ",Meseta Comiteca,No especificado,No,23/6/2021,Miércoles,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,17,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,23/6/2021,Miércoles,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Ocosingo, Chiapas",Selva Lacandona,No especificado,No,24/6/2021,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,24/6/2021,Jueves,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Cintalapa, Chiapas ",Valle Zoque,No especificado,No,25/6/2021,Viernes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,25/6/2021,Viernes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Pichucalco, Chiapas ",Norte,No especificado,No,26/6/2021,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,26/6/2021,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
